brand_name,model_name,os,popularity,best_price,lowest_price,highest_price,screen_size,memory_size,battery_size,release_date
34,2720 Flip Red,Android,719,2567,2389.0,2699.0,2.8,4.0,1500.0,Jan-20
34,3.4 3/64GB Charcoal,Android,1132,3899,3550.0,4049.0,6.39,64.0,4000.0,Sep-20
37,3T 64GB (Gunmetal),OxygenOS,921,5856,5630.0,6299.0,5.5,64.0,3400.0,Dec-16
2,3X 5048Y Black (5048Y-2AALWE12),Android,194,3590,2498.4497991967874,2927.672690763052,6.52,64.0,4000.0,Sep-20
5,40 Neon,Android,190,840,2498.4497991967874,2927.6726907630523,4.0,8.0,1300.0,May-16
5,40 Neon,Android,224,840,2498.4497991967874,2927.6726907630523,4.0,8.0,1300.0,May-16
37,5 6/64GB Black,Android,337,7333,2498.4497991967874,2927.6726907630523,5.5,64.0,3300.0,Jun-17
37,5 6/64GB Slate Grey,Android,234,7333,2498.4497991967874,2927.6726907630523,5.5,64.0,3300.0,Jun-17
34,5.3 4/64GB Charcoal,Android,1156,4429,4150.0,4583.0,6.55,64.0,4000.0,Jun-20
34,5310 2020 DualSim Black/Red (16PISXO1A18),Android,888,1365,1260.0,1419.0,2.4,0.016,1200.0,Apr-20
57,5i 4/64GB Green,Android,137,4761,4532.0,4990.0,6.5,64.0,5000.0,Mar-20
57,6 4/64GB Blue,Android,1045,5299,2498.4497991967874,2927.6726907630523,6.5,64.0,4300.0,Apr-20
34,6 64GB Black,Android,309,6381,5265.0,7011.0,5.5,64.0,3000.0,Apr-17
34,6 64GB Silver,Android,21,5265,2498.4497991967874,2927.672690763052,5.5,64.0,3000.0,May-17
34,6.1 4/32GB Black,Android,620,3820,3792.0,3848.0,5.5,32.0,3000.0,Jun-18
34,6.1 4/64GB Black,Android,798,3962,3885.0,4099.0,5.5,64.0,3000.0,Mar-18
34,6.1 Plus 4/64GB Blue,Android,202,5020,2498.4497991967874,2927.6726907630523,5.8,64.0,3060.0,Sep-18
57,6S 4/64GB Eclipse Black,Android,329,5777,2498.4497991967874,2927.6726907630523,6.5,64.0,4300.0,Jan-21
57,6S 4/64GB Eclipse Black,Android,291,5777,2498.4497991967874,2927.672690763052,6.5,64.0,4300.0,Jan-21
57,6i 3/64GB White,Android,989,4292,4089.0,4599.0,6.5,64.0,5000.0,Apr-20
24,7 16GB (Gold),Android,158,2766,2498.4497991967874,2927.6726907630523,5.2,16.0,3100.0,Jul-15
24,7 16GB (Gold),Android,133,2766,2498.4497991967874,2927.672690763052,5.2,16.0,3100.0,Jul-15
24,7 16GB (Gold),Android,108,2766,2498.4497991967874,2927.6726907630523,5.2,16.0,3100.0,Jul-15
57,7 6/64GB Mist Blue,Android,570,6215,5990.0,6658.0,6.5,64.0,5000.0,Feb-21
24,8 3/32GB Blue,Android,535,3613,3199.0,3848.0,5.2,32.0,3000.0,May-18
24,8 4/64GB (Blue),Android,693,3499,2498.4497991967874,2927.6726907630523,5.2,64.0,3000.0,Nov-16
34,8 Dual SIM Silver,Android,626,6222,2498.4497991967874,2927.6726907630523,5.3,64.0,3090.0,Oct-17
34,800 Tough Black,Android,609,3241,2989.0,3749.0,2.4,4.0,2100.0,Oct-19
34,800 Tough Sand,Android,560,3216,2989.0,3299.0,2.4,4.0,2100.0,Jan-20
24,8A 2/32GB Gold,Android,383,3199,2498.4497991967874,2927.6726907630523,6.09,32.0,3020.0,Mar-19
24,8A 3/64GB Blue,Android,430,3844,3690.0,3999.0,6.09,64.0,3020.0,Nov-19
24,8A 3/64GB Blue,Android,433,3844,3690.0,3999.0,6.09,64.0,3020.0,Nov-19
24,8S 2/32GB Black (51093ULM),Android,767,2499,2498.4497991967874,2927.672690763052,5.7,32.0,3020.0,May-19
24,8S 2/32GB Black (51093ULM),Android,769,2499,2498.4497991967874,2927.672690763052,5.7,32.0,3020.0,May-19
24,8x Max 4/64GB Black,Android,694,5652,5605.0,5699.0,7.12,64.0,5000.0,Oct-18
24,8x Max 4/64GB Black,Android,697,5652,5605.0,5699.0,7.12,64.0,5000.0,Oct-18
24,8x Max 4/64GB Blue,Android,303,5844,5605.0,6199.0,7.12,64.0,5000.0,Nov-18
24,9 4/64GB Dual Blue,Android,660,4461,3978.0,5957.0,5.15,64.0,3200.0,Sep-17
24,9 Lite 3/32GB Midnight Black,Android,142,3491,3444.0,3574.0,5.65,32.0,3000.0,Mar-18
24,9i 3/32GB Black,Android,342,3424,3399.0,3449.0,5.84,32.0,3000.0,Jun-20
24,9i 3/32GB Black,Android,361,3424,3399.0,3449.0,5.84,32.0,3000.0,Jun-20
24,9i 4/64GB Blue,Android,216,4009,2498.4497991967874,2927.6726907630523,5.84,64.0,3000.0,Dec-18
24,9i 4/64GB Blue,Android,180,4009,2498.4497991967874,2927.6726907630523,5.84,64.0,3000.0,Dec-18
49,A1 Dual Black,Android,83,817,755.0,845.0,2.4,0.032,2000.0,Feb-19
49,A1 Dual Gold,Android,384,834,719.0,1009.0,2.4,0.032,2000.0,Feb-19
49,A1 Silver,Android,440,805,691.0,1009.0,2.4,34.04594722222218,2000.0,Dec-19
36,A12 3/32GB Black,Android,1024,3520,3375.0,3949.0,6.22,32.0,4230.0,Jun-20
36,A12 4/64GB Blue,Android,705,3949,3799.0,3999.0,6.22,64.0,4230.0,Aug-20
7,A144 Black/Red,Android,519,214,199.0,229.0,1.77,0.032,600.0,Sep-19
7,A167 Black/Red,Android,172,599,2498.4497991967874,2927.6726907630527,3.2,34.04594722222218,1000.0,Oct-20
7,A167 Black/Red,Android,208,599,2498.4497991967874,2927.6726907630523,3.2,34.04594722222218,1000.0,Oct-20
7,A167 Black/Red,Android,221,599,2498.449799196788,2927.6726907630523,3.2,34.04594722222219,1000.0,Oct-20
7,A169 Black Gray,Android,11,399,2498.449799196788,2927.6726907630527,1.77,34.04594722222219,1000.0,Apr-20
41,A170 Point Black,Android,411,252,220.0,333.0,1.77,34.04594722222218,600.0,Apr-19
41,A170 Point Black,Android,401,252,220.0,333.0,1.77,34.04594722222218,600.0,Apr-19
41,A170 Point Dark Blue,Android,106,252,220.0,333.0,1.77,34.04594722222219,600.0,Apr-19
41,A170 Point Dark Blue,Android,131,252,220.0,333.0,1.77,34.04594722222218,600.0,Apr-19
41,A170 Point Dark Blue,Android,156,252,220.0,333.0,1.77,34.04594722222219,600.0,Apr-19
7,A173 Black/Orange,Android,204,279,2498.449799196788,2927.6726907630523,1.77,0.032,800.0,Jun-18
7,A225 Black,Android,295,359,2498.449799196788,2927.6726907630523,2.4,0.032,1000.0,Jun-18
7,A225 Black,Android,334,359,2498.449799196788,2927.6726907630527,2.4,0.032,1000.0,Jun-18
41,A240 Experience Red,Android,63,308,289.0,364.0,2.4,34.04594722222219,800.0,Apr-19
9,A30 2/16GB Black,Android,240,1852,1795.0,1910.0,5.5,16.0,2500.0,Sep-18
9,A30 2/16GB Black,Android,243,1852,1795.0,1910.0,5.5,16.0,2500.0,Sep-18
36,A31 4/64GB Mystery Black,Android,897,4471,3999.0,4499.0,6.5,64.0,4230.0,Mar-20
36,A5 2020 3/64GB Black,Android,833,4773,4499.0,4999.0,6.5,64.0,5000.0,Nov-19
5,A50 GRANITE 2/16GB Black,Android,617,1599,2498.449799196788,2927.6726907630527,5.0,16.0,2700.0,Nov-18
11,A512 Harmony Pro DS Black,Android,302,2199,2498.449799196788,2927.6726907630527,5.0,16.0,3200.0,Jan-19
36,A52 4/64GB Twilight Black,Android,1094,5448,4857.0,6031.0,6.5,64.0,5000.0,May-20
36,A53 4/64GB Black,Android,1145,5257,4407.0,6658.0,6.5,64.0,5000.0,Oct-20
33,A5L+ 2/16GB Grey,Android,650,1599,2498.449799196788,2927.6726907630527,5.5,16.0,2650.0,Jan-20
36,A5s 3/32Gb Blue,Android,478,3266,3199.0,3333.0,6.2,32.0,4230.0,Aug-19
9,A60 1/16GB Black,Android,857,1910,1735.0,2052.0,6.1,16.0,4080.0,May-19
9,A60 Plus 4/64GB Black,Android,1027,2831,2695.0,3189.0,6.08,64.0,4080.0,Dec-20
9,A60 Pro 3/16GB Black,Android,904,2465,2299.0,2599.0,6.08,16.0,4080.0,Jul-19
29,A7 2/32GB L19111 Blue,Android,82,3391,3119.0,3746.0,6.09,32.0,4000.0,Jul-20
48,A7 Pro 4/64GB Black,Android,419,3327,3149.0,3506.0,6.3,64.0,4150.0,Jun-20
48,A7S 2/32GB Black,Android,622,2479,2498.449799196788,2927.6726907630527,6.53,32.0,4150.0,Nov-20
1,A8 3/32GB Black,Android,74,4463,4299.0,4617.0,5.0,32.0,3017.870778267254,Oct-17
9,A80 2/16GB Red,Android,578,2232,2090.0,2471.0,6.21,16.0,4200.0,Jun-20
9,A80 Pro 4/64GB Black,Android,1018,3250,3134.0,3692.0,6.49,64.0,4680.0,Jan-20
6,AS-201 Dual Sim Blue,Android,316,294,263.0,330.0,2.4,0.064,1500.0,Dec-18
6,AS-203 Dual Sim Black,Android,377,398,345.0,659.0,2.2,0.032,1000.0,Oct-19
14,Action-X3 3/32GB Black,Android,155,3460,2498.449799196788,2927.672690763053,5.0,32.0,3500.0,Aug-20
49,Armor 3W 6/64GB Black,Android,314,6692,6486.0,6964.0,5.7,64.0,3017.870778267254,Jun-20
49,Armor Mini Black,Android,318,1274,1149.0,1511.0,2.4,0.032,2500.0,Jun-18
